gene_id,gene_name,feature_name,training_raw_variance
ENSG00000244187,TMEM141,TMEM141,0.91604166666667
ENSG00000130770,ATPIF1,ATPIF1,0.9154312414266151
ENSG00000163866,SMIM12,SMIM12,0.9152261231138594
ENSG00000173113,TRMT112,TRMT112,0.9144718792866988
ENSG00000223797,ENTPD3-AS1,ENTPD3-AS1,0.9142283950617287
ENSG00000133935,C14orf1,C14orf1,0.913117069615916
ENSG00000153214,TMEM87B,TMEM87B,0.9116589506172841
ENSG00000009307,CSDE1,CSDE1,0.9077569873113944
ENSG00000078304,PPP2R5C,PPP2R5C,0.9072425840192152
ENSG00000007080,CCDC124,CCDC124,0.9065192043895824
ENSG00000134884,ARGLU1,ARGLU1,0.9063580246913613
ENSG00000143183,TMCO1,TMCO1,0.9038888888888913
ENSG00000139436,GIT2,GIT2,0.9038674554183853
ENSG00000141858,SAMD1,SAMD1,0.9029320987654323
ENSG00000163584,RPL22L1,RPL22L1,0.898147290809324
ENSG00000166136,NDUFB8,NDUFB8,0.8975460819615872
ENSG00000182866,LCK,LCK,0.8966201560356675
ENSG00000181038,METTL23,METTL23,0.8952141203703794
ENSG00000197043,ANXA6,ANXA6,0.8949579903978051
ENSG00000160014,CALM3,CALM3,0.8948765432098773
ENSG00000107968,MAP3K8,MAP3K8,0.8924245541838162
ENSG00000127920,GNG11,GNG11,0.8920061728395063
ENSG00000100410,PHF5A,PHF5A,0.8883950617284022
ENSG00000103994,ZNF106,ZNF106,0.8881267146776417
ENSG00000054148,PHPT1,PHPT1,0.8869853823731169
ENSG00000101162,TUBB1,TUBB1,0.8868921467764067
ENSG00000110944,IL23A,IL23A,0.8847316529492467
ENSG00000011523,CEP68,CEP68,0.8827769204389594
ENSG00000115271,GCA,GCA,0.8819185099451352
ENSG00000084623,EIF3I,EIF3I,0.8797528720850503
ENSG00000100201,DDX17,DDX17,0.8789086076817622
ENSG00000196419,XRCC6,XRCC6,0.8753395061728497
ENSG00000159658,EFCAB14,EFCAB14,0.8742146776406059
ENSG00000164924,YWHAZ,YWHAZ,0.872928669410163
ENSG00000145050,MANF,MANF,0.8722145061728434
ENSG00000114388,NPRL2,NPRL2,0.8721191272290839
ENSG00000089220,PEBP1,PEBP1,0.8720573988340239
ENSG00000090316,MAEA,MAEA,0.87110768175583
ENSG00000132965,ALOX5AP,ALOX5AP,0.8705244770233342
ENSG00000155957,TMBIM4,TMBIM4,0.8701026663237411
ENSG00000161671,EMC10,EMC10,0.8696081961591287
ENSG00000184209,SNRNP35,SNRNP35,0.869519675925929
ENSG00000168159,RNF187,RNF187,0.8691184413580249
ENSG00000162368,CMPK1,CMPK1,0.8685176611797059
ENSG00000108840,HDAC5,HDAC5,0.8666098679698242
ENSG00000063241,ISOC2,ISOC2,0.8657270233196165
ENSG00000160818,GPATCH4,GPATCH4,0.8645541838134432
ENSG00000112695,COX7A2,COX7A2,0.8639555469821705
ENSG00000142178,SIK1,SIK1,0.8628978052126222
ENSG00000180304,OAZ2,OAZ2,0.8609182098765482
ENSG00000186350,RXRA,RXRA,0.8600171467764083
ENSG00000114978,MOB1A,MOB1A,0.8592584019204477
ENSG00000240875,LINC00886,LINC00886,0.8582816786694102
ENSG00000105583,WDR83OS,WDR83OS,0.8564737654320969
ENSG00000124532,MRS2,MRS2,0.8563365912208508
ENSG00000065548,ZC3H15,ZC3H15,0.8557508144718906
ENSG00000078140,UBE2K,UBE2K,0.8536342592592614
ENSG00000174021,GNG5,GNG5,0.8523900462963091
ENSG00000022277,RTFDC1,RTFDC1,0.8478221450617425
ENSG00000128585,MKLN1,MKLN1,0.8476283864883419
ENSG00000247596,TWF2,TWF2,0.8444956704389613
ENSG00000100591,AHSA1,AHSA1,0.8441666666666666
ENSG00000078967,UBE2D4,UBE2D4,0.8393499228395068
ENSG00000109606,DHX15,DHX15,0.8374691358024724
ENSG00000257103,LSM14A,LSM14A,0.8367881944444531
ENSG00000131504,DIAPH1,DIAPH1,0.8339506172839529
ENSG00000173611,SCAI,SCAI,0.8328875171467776
ENSG00000115233,PSMD14,PSMD14,0.831344307270239
ENSG00000168209,DDIT4,DDIT4,0.8312748628257998
ENSG00000134001,EIF2S1,EIF2S1,0.8304518175582997
ENSG00000182240,BACE2,BACE2,0.8295053155006868
ENSG00000159128,IFNGR2,IFNGR2,0.8293209876543255
ENSG00000184840,TMED9,TMED9,0.8287645747599559
ENSG00000125826,RBCK1,RBCK1,0.8283942043895764
ENSG00000095066,HOOK2,HOOK2,0.827438057270235
ENSG00000146731,CCT6A,CCT6A,0.8273996913580343
ENSG00000198492,YTHDF2,YTHDF2,0.826820987654323
ENSG00000120992,LYPLA1,LYPLA1,0.8237002743484261
ENSG00000136240,KDELR2,KDELR2,0.8230964934842371
ENSG00000140553,UNC45A,UNC45A,0.8229318844307283
ENSG00000146007,ZMAT2,ZMAT2,0.8225820901920483
ENSG00000108774,RAB5C,RAB5C,0.8210628858024857
ENSG00000162585,C1orf86,C1orf86,0.8206685099451362
ENSG00000162620,LRRIQ3,LRRIQ3,0.8198345336076818
ENSG00000101160,CTSZ,CTSZ,0.8197110768175601
ENSG00000166750,SLFN5,SLFN5,0.8195814043209915
ENSG00000182551,ADI1,ADI1,0.8182696759259307
ENSG00000068697,LAPTM4A,LAPTM4A,0.8165018432784625
ENSG00000072778,ACADVL,ACADVL,0.8161863425925987
ENSG00000109736,MFSD10,MFSD10,0.8158427640603633
ENSG00000124784,RIOK1,RIOK1,0.8153283607681762
ENSG00000116586,LAMTOR2,LAMTOR2,0.814320987654326
ENSG00000141002,TCF25,TCF25,0.8130553412208672
ENSG00000262246,CORO7,CORO7,0.8112105624142707
ENSG00000168090,COPS6,COPS6,0.810524691358037
ENSG00000103254,FAM173A,FAM173A,0.8096056241426649
ENSG00000130830,MPP1,MPP1,0.8072187928669402
ENSG00000125952,MAX,MAX,0.8067110339506186
ENSG00000100266,PACSIN2,PACSIN2,0.8066647376543216
ENSG00000131446,MGAT1,MGAT1,0.8058382630315567
ENSG00000013561,RNF14,RNF14,0.8038320901920444
ENSG00000184076,UQCR10,UQCR10,0.8014737654321125
ENSG00000185215,TNFAIP2,TNFAIP2,0.8001798268175618
ENSG00000168802,CHTF8,CHTF8,0.798311899862828
ENSG00000100568,VTI1B,VTI1B,0.7968098422496599
ENSG00000055950,MRPL43,MRPL43,0.7961829132373122
ENSG00000124222,STX16,STX16,0.7960337362825806
ENSG00000064490,RFXANK,RFXANK,0.7957810356652965
ENSG00000112799,LY86,LY86,0.7954518175583006
ENSG00000162086,ZNF75A,ZNF75A,0.7946493484224975
ENSG00000100092,SH3BP1,SH3BP1,0.7940663580246894
ENSG00000143742,SRP9,SRP9,0.7937497856653103
ENSG00000240972,MIF,MIF,0.7931961591220867
ENSG00000048052,HDAC9,HDAC9,0.7923448216735255
ENSG00000101417,PXMP4,PXMP4,0.791481481481482
ENSG00000184922,FMNL1,FMNL1,0.7909250685871105
ENSG00000147889,CDKN2A,CDKN2A,0.7889368998628258
ENSG00000172116,CD8B,CD8B,0.7878684413580261
ENSG00000124155,PIGT,PIGT,0.787405478395063
ENSG00000126524,SBDS,SBDS,0.7854147376543223
ENSG00000159388,BTG2,BTG2,0.7848756858710672
ENSG00000099956,SMARCB1,SMARCB1,0.7845541838134498
ENSG00000097033,SH3GLB1,SH3GLB1,0.7845316786694139
ENSG00000102409,BEX4,BEX4,0.7842584019204447
ENSG00000079246,XRCC5,XRCC5,0.7837086334019225
ENSG00000136810,TXN,TXN,0.7831404320987739
ENSG00000146112,PPP1R18,PPP1R18,0.7787645747599594
ENSG00000141905,NFIC,NFIC,0.7765432098765455
ENSG00000107833,NPM3,NPM3,0.7755347650891672
ENSG00000228300,C19orf24,C19orf24,0.7752949245541882
ENSG00000143226,FCGR2A,FCGR2A,0.7733777006172892
ENSG00000168002,POLR2G,POLR2G,0.7717283950617255
ENSG00000153048,CARHSP1,CARHSP1,0.7706170696159208
ENSG00000100938,GMPR2,GMPR2,0.7701774691358113
ENSG00000184203,PPP1R2,PPP1R2,0.7701097393690024
ENSG00000108848,LUC7L3,LUC7L3,0.7693201303155022
ENSG00000171566,PLRG1,PLRG1,0.7685108024691409
ENSG00000141027,NCOR1,NCOR1,0.7679610339506263
ENSG00000011198,ABHD5,ABHD5,0.7672065757887533
ENSG00000048991,R3HDM1,R3HDM1,0.7656172839506175
ENSG00000175463,TBC1D10C,TBC1D10C,0.7639812671467795
ENSG00000138071,ACTR2,ACTR2,0.7632611025377286
ENSG00000127884,ECHS1,ECHS1,0.7631942301097411
ENSG00000122545,SEPT7,SEPT7,0.7631172839506257
ENSG00000134440,NARS,NARS,0.762451774691358
ENSG00000108294,PSMB3,PSMB3,0.7606993741426705
ENSG00000178035,IMPDH2,IMPDH2,0.7598969050068607
ENSG00000101888,NXT2,NXT2,0.7589506172839503
ENSG00000117305,HMGCL,HMGCL,0.75880572702332
ENSG00000111796,KLRB1,KLRB1,0.7583256172839505
ENSG00000107679,PLEKHA1,PLEKHA1,0.7561554783950655
ENSG00000081154,PCNP,PCNP,0.7556164266118013
ENSG00000101911,PRPS2,PRPS2,0.7541647376543227
ENSG00000196839,ADA,ADA,0.7541150120027457
ENSG00000070010,UFD1L,UFD1L,0.753558813443081
ENSG00000087088,BAX,BAX,0.7530553412208519
ENSG00000152558,TMEM123,TMEM123,0.7526740397805236
ENSG00000232388,LINC00493,LINC00493,0.751414394718793
ENSG00000124214,STAU1,STAU1,0.7508314043209897
ENSG00000072062,PRKACA,PRKACA,0.7505999228395078
ENSG00000124795,DEK,DEK,0.7503395061728506
ENSG00000121851,POLR3GL,POLR3GL,0.7497631601508983
ENSG00000101109,STK4,STK4,0.7478547239369082
ENSG00000092108,SCFD1,SCFD1,0.747591735253777
ENSG00000211584,SLC48A1,SLC48A1,0.7475231481481485
ENSG00000153485,TMEM251,TMEM251,0.7462654320987662
ENSG00000168818,STX18,STX18,0.7461057527434838
ENSG00000125753,VASP,VASP,0.7453566529492566
ENSG00000172115,CYCS,CYCS,0.7446911436899964
ENSG00000048828,FAM120A,FAM120A,0.7442281807270258
ENSG00000071127,WDR1,WDR1,0.7395814043209931
ENSG00000146094,DOK3,DOK3,0.7390732167352543
ENSG00000198918,RPL39,RPL39,0.7388811728395167
ENSG00000173141,MRP63,MRP63,0.738657193072701
ENSG00000116906,GNPAT,GNPAT,0.737571802126205
ENSG00000130598,TNNI2,TNNI2,0.7373351766117978
ENSG00000149187,CELF1,CELF1,0.7372322959533603
ENSG00000044574,HSPA5,HSPA5,0.737005958504808
ENSG00000136436,CALCOCO2,CALCOCO2,0.7359548611111179
ENSG00000136045,PWP1,PWP1,0.7356481481481523
ENSG00000142684,ZNF593,ZNF593,0.7350274348422507
ENSG00000057757,PITHD1,PITHD1,0.734103009259266
ENSG00000185043,CIB1,CIB1,0.7327151920439041
ENSG00000140968,IRF8,IRF8,0.7323128858024731
ENSG00000138190,EXOC6,EXOC6,0.7314394718792868
ENSG00000100258,LMF2,LMF2,0.7295265346364895
ENSG00000083896,YTHDC1,YTHDC1,0.7292333247599487
ENSG00000144381,HSPD1,HSPD1,0.7264812671467812
ENSG00000130741,EIF2S3,EIF2S3,0.7264368998628301
ENSG00000123689,G0S2,G0S2,0.7254492455418388
ENSG00000125538,IL1B,IL1B,0.7249483453360798
ENSG00000112096,SOD2,SOD2,0.7246036951303192
ENSG00000205531,NAP1L4,NAP1L4,0.7231172839506219
ENSG00000101193,GID8,GID8,0.7217069615912233
ENSG00000214253,FIS1,FIS1,0.7215429955418515
ENSG00000143793,C1orf35,C1orf35,0.7206787980109773
ENSG00000150347,ARID5B,ARID5B,0.7205246913580313
ENSG00000143553,SNAPIN,SNAPIN,0.7171585648148164
ENSG00000104408,EIF3E,EIF3E,0.7163218021262123
ENSG00000143570,SLC39A1,SLC39A1,0.7160485253772333
ENSG00000185507,IRF7,IRF7,0.715611925582995
ENSG00000010404,IDS,IDS,0.7155478395061714
ENSG00000136986,DERL1,DERL1,0.715154320987659
ENSG00000104660,LEPROTL1,LEPROTL1,0.7139266117969942
ENSG00000111275,ALDH2,ALDH2,0.7138012259945143
ENSG00000115524,SF3B1,SF3B1,0.7137326388888949
ENSG00000156162,DPY19L4,DPY19L4,0.7131172839506175
ENSG00000109919,MTCH2,MTCH2,0.7125975222908139
ENSG00000136717,BIN1,BIN1,0.7118310613854612
ENSG00000166619,BLCAP,BLCAP,0.7116632373113895
ENSG00000226816,AC005082.12,AC005082.12,0.7113648834019208
ENSG00000168421,RHOH,RHOH,0.7111033950617367
ENSG00000042493,CAPG,CAPG,0.7110165895061796
ENSG00000115073,ACTR1B,ACTR1B,0.7095162465706489
ENSG00000102931,ARL2BP,ARL2BP,0.7092283950617344
ENSG00000241468,ATP5J2,ATP5J2,0.7090104166666737
ENSG00000198399,ITSN2,ITSN2,0.7085285922496627
ENSG00000166562,SEC11C,SEC11C,0.7078530092592592
ENSG00000090266,NDUFB2,NDUFB2,0.7068278463648929
ENSG00000034152,MAP2K3,MAP2K3,0.7064120370370395
ENSG00000138085,ATRAID,ATRAID,0.7058221879286803
ENSG00000065518,NDUFB4,NDUFB4,0.7053392918381395
ENSG00000165533,TTC8,TTC8,0.7051774691358025
ENSG00000177879,AP3S1,AP3S1,0.7033256172839573
ENSG00000129518,EAPP,EAPP,0.702191358024693
ENSG00000157978,LDLRAP1,LDLRAP1,0.7012208504801135
ENSG00000179041,RRS1,RRS1,0.7003804441015132
ENSG00000116954,RRAGC,RRAGC,0.7002872085048042
ENSG00000084754,HADHA,HADHA,0.6999305555555647
ENSG00000150593,PDCD4,PDCD4,0.6998437500000085
ENSG00000100387,RBX1,RBX1,0.6997322959533638
ENSG00000177885,GRB2,GRB2,0.6995059585048091
ENSG00000032389,TSSC1,TSSC1,0.698455932784638
ENSG00000171130,ATP6V0E2,ATP6V0E2,0.6965532836076858
ENSG00000182670,TTC3,TTC3,0.6965172753772282
ENSG00000167985,SDHAF2,SDHAF2,0.6960185185185193
ENSG00000110514,MADD,MADD,0.694824888545954
ENSG00000168214,RBPJ,RBPJ,0.6939795524691359
ENSG00000133027,PEMT,PEMT,0.693209662208505
ENSG00000164615,CAMLG,CAMLG,0.6928592249657065
ENSG00000179912,R3HDM2,R3HDM2,0.6922837362825802
ENSG00000105443,CYTH2,CYTH2,0.69224194101509
ENSG00000148296,SURF6,SURF6,0.6909327846364888
ENSG00000160201,U2AF1,U2AF1,0.6881138545953422
ENSG00000272501,XXbac-BPG299F13.17,XXbac-BPG299F13.17,0.6872007887517163
ENSG00000136997,MYC,MYC,0.6869339420438959
ENSG00000186470,BTN3A2,BTN3A2,0.686371527777778
ENSG00000148334,PTGES2,PTGES2,0.6839497599451341
ENSG00000146576,C7orf26,C7orf26,0.6836674811385466
ENSG00000133256,PDE6B,PDE6B,0.6831481481481483
ENSG00000133106,EPSTI1,EPSTI1,0.6830913494513092
ENSG00000130935,NOL11,NOL11,0.6819425154320994
ENSG00000171204,TMEM126B,TMEM126B,0.6816452331961597
ENSG00000158985,CDC42SE2,CDC42SE2,0.6814986282578974
ENSG00000089006,SNX5,SNX5,0.6807098765432108
ENSG00000196998,WDR45,WDR45,0.6803530092592611
ENSG00000175130,MARCKSL1,MARCKSL1,0.6784559327846365
ENSG00000120662,MTRF1,MTRF1,0.678369127229081
ENSG00000122359,ANXA11,ANXA11,0.6768518518518619
ENSG00000115085,ZAP70,ZAP70,0.6762806498628279
ENSG00000143106,PSMA5,PSMA5,0.6749483453360895
ENSG00000160908,ZNF394,ZNF394,0.6738545953360784
ENSG00000204103,MAFB,MAFB,0.6719444444444471
ENSG00000150753,CCT5,CCT5,0.6705844907407416
ENSG00000168374,ARF4,ARF4,0.6703530092592597
ENSG00000010256,UQCRC1,UQCRC1,0.6699329132373122
ENSG00000111790,FGFR1OP2,FGFR1OP2,0.6670233196159161
ENSG00000111237,VPS29,VPS29,0.6645814043209969
ENSG00000120616,EPC1,EPC1,0.6633196159122184
ENSG00000120526,NUDCD1,NUDCD1,0.6612268518518523
ENSG00000184640,SEPT9,SEPT9,0.6604884687928784
ENSG00000066427,ATXN3,ATXN3,0.660115740740744
ENSG00000147140,NONO,NONO,0.6573653978052181
ENSG00000131732,ZCCHC9,ZCCHC9,0.6571585648148173
ENSG00000257727,CNPY2,CNPY2,0.6571397033607767
ENSG00000171611,PTCRA,PTCRA,0.6570953360768177
ENSG00000144848,ATG3,ATG3,0.65687928669411
ENSG00000139641,ESYT1,ESYT1,0.656583504801103
ENSG00000112110,MRPL18,MRPL18,0.6562885802469209
ENSG00000129351,ILF3,ILF3,0.6556575788751762
ENSG00000205220,PSMB10,PSMB10,0.6555553412208636
ENSG00000165264,NDUFB6,NDUFB6,0.6555536265432174
ENSG00000109118,PHF12,PHF12,0.6553489368998653
ENSG00000142864,SERBP1,SERBP1,0.6547048611111219
ENSG00000177700,POLR2L,POLR2L,0.6546287722908232
ENSG00000164713,BRI3,BRI3,0.6539986282578912
ENSG00000107362,ABHD17B,ABHD17B,0.6527604166666675
ENSG00000147419,CCDC25,CCDC25,0.6525666580932816
ENSG00000115484,CCT4,CCT4,0.6521913580246993
ENSG00000163399,ATP1A1,ATP1A1,0.6516493055555636
ENSG00000135535,CD164,CD164,0.6512037037037145
ENSG00000179750,APOBEC3B,APOBEC3B,0.6511111111111118
ENSG00000169220,RGS14,RGS14,0.6506462191358071
ENSG00000100348,TXN2,TXN2,0.6505521262002835
ENSG00000116030,SUMO1,SUMO1,0.6501180984225009
ENSG00000146223,RPL7L1,RPL7L1,0.6485165895061713
ENSG00000143222,UFC1,UFC1,0.6472213648834183
ENSG00000183918,SH2D1A,SH2D1A,0.6469425154321051
ENSG00000147813,NAPRT1,NAPRT1,0.6468921467764134
ENSG00000178127,NDUFV2,NDUFV2,0.6468344907407401
ENSG00000114784,EIF1B,EIF1B,0.6465104166666694
ENSG00000113845,TIMMDC1,TIMMDC1,0.6458228309327858
ENSG00000178952,TUFM,TUFM,0.6455246913580277
ENSG00000120697,ALG5,ALG5,0.6455073302469178
ENSG00000158864,NDUFS2,NDUFS2,0.6453684413580257
ENSG00000121316,PLBD1,PLBD1,0.6449363425925949
ENSG00000130638,ATXN10,ATXN10,0.6429621056241457
ENSG00000173575,CHD2,CHD2,0.6398128858024674
ENSG00000135108,FBXO21,FBXO21,0.6392641889574765
ENSG00000239306,RBM14,RBM14,0.6384765089163243
ENSG00000134453,RBM17,RBM17,0.6382353823731193
ENSG00000134954,ETS1,ETS1,0.6379552469135844
ENSG00000271938,RP11-589C21.6,RP11-589C21.6,0.6372425840192055
ENSG00000131795,RBM8A,RBM8A,0.6371879286694173
ENSG00000136710,CCDC115,CCDC115,0.6371122685185253
ENSG00000169764,UGP2,UGP2,0.6367283950617304
ENSG00000271737,CTB-113I20.2,CTB-113I20.2,0.6357330246913581
ENSG00000084731,KIF3C,KIF3C,0.6352878515089163
ENSG00000077232,DNAJC10,DNAJC10,0.6339332561728395
ENSG00000182180,MRPS16,MRPS16,0.6334359996570662
ENSG00000163961,RNF168,RNF168,0.6331942301097397
ENSG00000174903,RAB1B,RAB1B,0.6330238340192091
ENSG00000244045,TMEM199,TMEM199,0.6317686899862849
ENSG00000101596,SMCHD1,SMCHD1,0.6317558299039818
ENSG00000134996,OSTF1,OSTF1,0.6315500685871136
ENSG00000204568,MRPS18B,MRPS18B,0.6299305555555614
ENSG00000148660,CAMK2G,CAMK2G,0.6293036265432114
ENSG00000132002,DNAJB1,DNAJB1,0.6292043895747633
ENSG00000102871,TRADD,TRADD,0.6290937928669471
ENSG00000168395,ING5,ING5,0.6288320901920451
ENSG00000134308,YWHAQ,YWHAQ,0.6280553412208583
ENSG00000145782,ATG12,ATG12,0.6280444101508994
ENSG00000100815,TRIP11,TRIP11,0.627571159122087
ENSG00000167815,PRDX2,PRDX2,0.627510073731141
ENSG00000248092,NNT-AS1,NNT-AS1,0.6273917609739381
ENSG00000140740,UQCRC2,UQCRC2,0.6272202932098747
ENSG00000187145,MRPS21,MRPS21,0.6271913580246989
ENSG00000181788,SIAH2,SIAH2,0.6265740740740801
ENSG00000126249,PDCD2L,PDCD2L,0.6260416666666669
ENSG00000155368,DBI,DBI,0.6258607681755946
ENSG00000092020,PPP2R3C,PPP2R3C,0.6257373113854635
ENSG00000170275,CRTAP,CRTAP,0.6251798268175629
ENSG00000141965,FEM1A,FEM1A,0.6250377229080948
ENSG00000171316,CHD7,CHD7,0.6242661179698232
ENSG00000237541,HLA-DQA2,HLA-DQA2,0.623765432098766
ENSG00000133142,TCEAL4,TCEAL4,0.6218998628257913
ENSG00000160058,BSDC1,BSDC1,0.6214761231138575
ENSG00000087365,SF3B2,SF3B2,0.6212954389574801
ENSG00000137309,HMGA1,HMGA1,0.6212268518518542
ENSG00000167613,LAIR1,LAIR1,0.6205656292866966
ENSG00000103496,STX4,STX4,0.6198900462963037
ENSG00000111678,C12orf57,C12orf57,0.6190706447187969
ENSG00000224397,RP11-290F20.3,RP11-290F20.3,0.6185337362825789
ENSG00000120727,PAIP2,PAIP2,0.6179621056241491
ENSG00000151470,C4orf33,C4orf33,0.6168499228395073
ENSG00000105186,ANKRD27,ANKRD27,0.6164188957476007
ENSG00000110876,SELPLG,SELPLG,0.6163580246913639
ENSG00000114812,VIPR1,VIPR1,0.6160491683813446
ENSG00000078668,VDAC3,VDAC3,0.6150925925925981
ENSG00000240857,RDH14,RDH14,0.6140687157064525
ENSG00000184007,PTP4A2,PTP4A2,0.6140172753772344
ENSG00000138777,PPA2,PPA2,0.6139401148834055
ENSG00000090554,FLT3LG,FLT3LG,0.6131839420439005
ENSG00000091527,CDV3,CDV3,0.6128395061728404
ENSG00000138385,SSB,SSB,0.6123454646776392
ENSG00000129003,VPS13C,VPS13C,0.6117764060356669
ENSG00000136560,TANK,TANK,0.6111488340192078
ENSG00000090273,NUDC,NUDC,0.6104861111111176
ENSG00000179271,GADD45GIP1,GADD45GIP1,0.6097048611111185
ENSG00000124574,ABCC10,ABCC10,0.6095130315500689
ENSG00000147010,SH3KBP1,SH3KBP1,0.6089709790809382
ENSG00000163563,MNDA,MNDA,0.608238811728394
ENSG00000101695,RNF125,RNF125,0.6080032578875199
ENSG00000099331,MYO9B,MYO9B,0.6077672753772326
ENSG00000103035,PSMD7,PSMD7,0.6071757115912224
ENSG00000187630,DHRS4L2,DHRS4L2,0.6070438957476034
ENSG00000163875,MEAF6,MEAF6,0.6060165895061709
ENSG00000114353,GNAI2,GNAI2,0.605521262002749
ENSG00000163683,SMIM14,SMIM14,0.6010011574074127
ENSG00000128590,DNAJB9,DNAJB9,0.6008314043209932
ENSG00000115053,NCL,NCL,0.6008314043209894
ENSG00000163170,BOLA3,BOLA3,0.5996036951303173
ENSG00000105202,FBL,FBL,0.5991921724965773
ENSG00000166170,BAG5,BAG5,0.5986076817558303
ENSG00000137575,SDCBP,SDCBP,0.5982919667352575
ENSG00000158796,DEDD,DEDD,0.5960896776406052
ENSG00000183049,CAMK1D,CAMK1D,0.595438957475998
ENSG00000074842,C19orf10,C19orf10,0.59432098765432
ENSG00000213619,NDUFS3,NDUFS3,0.5936342592592646
ENSG00000179889,PDXDC1,PDXDC1,0.593132501714679
ENSG00000172336,POP7,POP7,0.5925788751714705
ENSG00000106268,NUDT1,NUDT1,0.592475994513038
ENSG00000128626,MRPS12,MRPS12,0.5919332990397856
ENSG00000076984,MAP2K7,MAP2K7,0.5918518518518525
ENSG00000108479,GALK1,GALK1,0.5917418981481495
ENSG00000096401,CDC5L,CDC5L,0.5905553412208525
ENSG00000156136,DCK,DCK,0.5900357938957493
ENSG00000105248,CCDC94,CCDC94,0.5896219135802483
ENSG00000177971,IMP3,IMP3,0.5892789780521316
ENSG00000247271,ZBED5-AS1,ZBED5-AS1,0.589155521262003
ENSG00000122705,CLTA,CLTA,0.5891030092592655
ENSG00000240682,ISY1,ISY1,0.5888869598765462
ENSG00000159445,THEM4,THEM4,0.5884353566529517
ENSG00000187239,FNBP1,FNBP1,0.5881462191358062
ENSG00000242574,HLA-DMB,HLA-DMB,0.5877537722908109
ENSG00000164442,CITED2,CITED2,0.586364883401921
ENSG00000163939,PBRM1,PBRM1,0.5846345593278482
ENSG00000130714,POMT1,POMT1,0.5840114883401933
ENSG00000179218,CALR,CALR,0.5830964934842268
ENSG00000072310,SREBF1,SREBF1,0.5827758487654325
ENSG00000132792,CTNNBL1,CTNNBL1,0.5820567558299092
ENSG00000178605,GTPBP6,GTPBP6,0.5817481138546007
ENSG00000117691,NENF,NENF,0.5814966992455461
ENSG00000117984,CTSD,CTSD,0.5813751714677668
ENSG00000106066,CPVL,CPVL,0.5798010973936907
ENSG00000235750,KIAA0040,KIAA0040,0.5793201303155047
ENSG00000104324,CPQ,CPQ,0.5790841478052151
ENSG00000108264,TADA2A,TADA2A,0.577494641632374
ENSG00000110619,CARS,CARS,0.5766941015089203
ENSG00000172270,BSG,BSG,0.5765635716735296
ENSG00000089289,IGBP1,IGBP1,0.5758093278463631
ENSG00000167208,SNX20,SNX20,0.5757696759259308
ENSG00000169245,CXCL10,CXCL10,0.5754320987654322
ENSG00000146701,MDH2,MDH2,0.5751637517146855
ENSG00000173436,MINOS1,MINOS1,0.5738063700274426
ENSG00000169508,GPR183,GPR183,0.5734353566529486
ENSG00000100055,CYTH4,CYTH4,0.5733948473936933
ENSG00000101084,C20orf24,C20orf24,0.5727974965706479
ENSG00000213930,GALT,GALT,0.5723731138545969
ENSG00000086189,DIMT1,DIMT1,0.5719127229080951
ENSG00000168303,MPLKIP,MPLKIP,0.5717283950617322
ENSG00000010244,ZNF207,ZNF207,0.5715012002743529
ENSG00000213920,MDP1,MDP1,0.5704595336076841
ENSG00000100629,CEP128,CEP128,0.5704370284636492
ENSG00000141505,ASGR1,ASGR1,0.5689332561728414
ENSG00000100023,PPIL2,PPIL2,0.5688880315500695
ENSG00000117906,RCN2,RCN2,0.568785150891633
ENSG00000147533,GOLGA7,GOLGA7,0.5687497856652979
ENSG00000136280,CCM2,CCM2,0.5684702932098769
ENSG00000270019,RP11-141B14.1,RP11-141B14.1,0.5682090192043897
ENSG00000129562,DAD1,DAD1,0.5662703617969905
ENSG00000124659,TBCC,TBCC,0.5661777692043928
ENSG00000032219,ARID4A,ARID4A,0.5651200274348436
ENSG00000198843,SELT,SELT,0.564608839163239
ENSG00000132471,WBP2,WBP2,0.5639915552126231
ENSG00000130332,LSM7,LSM7,0.5627981395747633
ENSG00000185088,RPS27L,RPS27L,0.5617110339506192
ENSG00000134851,TMEM165,TMEM165,0.561642661179701
ENSG00000256683,ZNF350,ZNF350,0.5611488340192061
ENSG00000031698,SARS,SARS,0.5607765346364898
ENSG00000243927,MRPS6,MRPS6,0.5593962191358038
ENSG00000115241,PPM1G,PPM1G,0.5592043895747629
ENSG00000165637,VDAC2,VDAC2,0.5570293209876613
ENSG00000259529,RP11-468E2.4,RP11-468E2.4,0.5563938185871066
ENSG00000185115,NDNL2,NDNL2,0.5553703703703742
ENSG00000259758,CASC7,CASC7,0.5546808556241432
ENSG00000105258,POLR2I,POLR2I,0.5531325017146822
ENSG00000163728,TTC14,TTC14,0.5512857938957503
ENSG00000102760,RGCC,RGCC,0.550766246570646
ENSG00000075884,ARHGAP15,ARHGAP15,0.5502434842249699
ENSG00000101336,HCK,HCK,0.5497683041838138
ENSG00000169189,NSMCE1,NSMCE1,0.5497522290809358
ENSG00000022267,FHL1,FHL1,0.5488423782578875
ENSG00000164483,SAMD3,SAMD3,0.5485594564471903
ENSG00000130748,TMEM160,TMEM160,0.5481942301097449
ENSG00000127554,GFER,GFER,0.5480347650891633
ENSG00000214113,LYRM4,LYRM4,0.5478032836076848
ENSG00000160310,PRMT2,PRMT2,0.5477331961591217
